SubscriptionName,Date,ServiceName,ServiceResource,Quantity,Cost
Simplon GDE Strasbourg IA1,2/13/2021,Bandwidth,Data Transfer Out,0.000165,1.4355e-05
Simplon GDE Strasbourg IA1,2/13/2021,Virtual Network,Standard Static Public IP,315.0,1.575
Simplon GDE Strasbourg IA1,2/13/2021,Storage,Batch Write Operations,0.398,0.00014328
Simplon GDE Strasbourg IA1,2/13/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/13/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/13/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/13/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/13/2021,Load Balancer,Data Processed,0.008191,4.0955e-05
Simplon GDE Strasbourg IA1,2/13/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/13/2021,Virtual Machines,D2 v2/DS2 v2,95.983353,13.053736008
Simplon GDE Strasbourg IA1,2/13/2021,Storage,LRS Write Operations,0.2304,0.003456
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/14/2021,Bandwidth,Data Transfer Out,0.000127,2.54e-06
Simplon GDE Strasbourg IA1,2/14/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/14/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/14/2021,Virtual Machines,D3 v2/DS3 v2,5.633366,1.532275552
Simplon GDE Strasbourg IA1,2/14/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/14/2021,Load Balancer,Included LB Rules and Outbound Rules,317.671111,7.941777775
Simplon GDE Strasbourg IA1,2/14/2021,Bandwidth,Data Transfer In,9e-06,0.0
Simplon GDE Strasbourg IA1,2/14/2021,Storage,All Other Operations,0.022,9.46e-05
Simplon GDE Strasbourg IA1,2/14/2021,Storage,P6 Disks,0.437472,4.9115856384
Simplon GDE Strasbourg IA1,2/14/2021,Storage,LRS Data Stored,0.002763,0.000124335
Simplon GDE Strasbourg IA1,2/14/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/14/2021,Storage,LRS Data Stored,0.000355,1.9951e-05
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Geo-Replication Data transfer,0.001593,0.0
Simplon GDE Strasbourg IA1,2/14/2021,Container Registry,Basic Registry Unit,2.000016,0.3332026656
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Protocol Operations,0.2425,0.00036375
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Read Operations,0.2421,0.00036315
Simplon GDE Strasbourg IA1,2/14/2021,Bandwidth,Data Transfer In,0.000802,0.0
Simplon GDE Strasbourg IA1,2/14/2021,Storage,All Other Operations,0.0034,1.598e-05
Simplon GDE Strasbourg IA1,2/14/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/14/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/14/2021,Bandwidth,Data Transfer Out,0.001295,0.000112665
Simplon GDE Strasbourg IA1,2/14/2021,Virtual Network,Standard Static Public IP,293.0,1.465
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Batch Write Operations,0.3925,0.0001413
Simplon GDE Strasbourg IA1,2/14/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/14/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/14/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/14/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/14/2021,Load Balancer,Data Processed,0.002129,1.0645e-05
Simplon GDE Strasbourg IA1,2/14/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/14/2021,Virtual Machines,D2 v2/DS2 v2,95.983353,13.053736008
Simplon GDE Strasbourg IA1,2/14/2021,Storage,LRS Write Operations,0.2427,0.0036405
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/15/2021,Bandwidth,Data Transfer Out,0.00013,2.6e-06
Simplon GDE Strasbourg IA1,2/15/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/15/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/15/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/15/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/15/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/15/2021,Bandwidth,Data Transfer In,3e-06,0.0
Simplon GDE Strasbourg IA1,2/15/2021,Storage,All Other Operations,0.0196,8.428e-05
Simplon GDE Strasbourg IA1,2/15/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/15/2021,Storage,LRS Data Stored,0.003098,0.00013941
Simplon GDE Strasbourg IA1,2/15/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/15/2021,Storage,LRS Data Stored,0.000394,2.21428e-05
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Geo-Replication Data transfer,0.001598,0.0
Simplon GDE Strasbourg IA1,2/15/2021,Container Registry,Basic Registry Unit,2.000016,0.3332026656
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Protocol Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Read Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/15/2021,Bandwidth,Data Transfer In,0.000795,0.0
Simplon GDE Strasbourg IA1,2/15/2021,Storage,All Other Operations,0.0037,1.739e-05
Simplon GDE Strasbourg IA1,2/15/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/15/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/15/2021,Bandwidth,Data Transfer Out,9.3e-05,8.091e-06
Simplon GDE Strasbourg IA1,2/15/2021,Virtual Network,Standard Static Public IP,327.0,1.635
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Batch Write Operations,0.4001,0.000144036
Simplon GDE Strasbourg IA1,2/15/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/15/2021,Virtual Machines,D12 v2/DS12 v2,23.966686,9.083373994
Simplon GDE Strasbourg IA1,2/15/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/15/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/15/2021,Load Balancer,Data Processed,0.006073,3.0365e-05
Simplon GDE Strasbourg IA1,2/15/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/15/2021,Virtual Machines,D2 v2/DS2 v2,95.933412,13.046944032
Simplon GDE Strasbourg IA1,2/15/2021,Storage,LRS Write Operations,0.2878,0.004317
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/16/2021,Bandwidth,Data Transfer Out,0.000131,2.62e-06
Simplon GDE Strasbourg IA1,2/16/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/16/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/16/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/16/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/16/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/16/2021,Bandwidth,Data Transfer In,6e-06,0.0
Simplon GDE Strasbourg IA1,2/16/2021,Storage,All Other Operations,0.0214,9.202e-05
Simplon GDE Strasbourg IA1,2/16/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/16/2021,Storage,LRS Data Stored,0.003148,0.00014166
Simplon GDE Strasbourg IA1,2/16/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/16/2021,Storage,LRS Data Stored,0.000407,2.28734e-05
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Geo-Replication Data transfer,0.001593,0.0
Simplon GDE Strasbourg IA1,2/16/2021,Container Registry,Basic Registry Unit,1.757672,0.2928281552
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Protocol Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Read Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/16/2021,Bandwidth,Data Transfer In,0.000805,0.0
Simplon GDE Strasbourg IA1,2/16/2021,Storage,All Other Operations,0.0034,1.598e-05
Simplon GDE Strasbourg IA1,2/16/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/16/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/16/2021,Bandwidth,Data Transfer Out,2.2e-05,1.914e-06
Simplon GDE Strasbourg IA1,2/16/2021,Virtual Network,Standard Static Public IP,337.0,1.685
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Batch Write Operations,0.3973,0.000143028
Simplon GDE Strasbourg IA1,2/16/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/16/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/16/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/16/2021,SQL Database,B DTUs,0.125,0.020125
Simplon GDE Strasbourg IA1,2/16/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/16/2021,Load Balancer,Data Processed,0.014537,7.2685e-05
Simplon GDE Strasbourg IA1,2/16/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/16/2021,Virtual Machines,D2 v2/DS2 v2,96.0,13.056
Simplon GDE Strasbourg IA1,2/16/2021,Storage,LRS Write Operations,0.2882,0.004323
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/17/2021,Bandwidth,Data Transfer Out,0.00012,2.4e-06
Simplon GDE Strasbourg IA1,2/17/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/17/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/17/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/17/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/17/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/17/2021,Storage,All Other Operations,0.015,6.45e-05
Simplon GDE Strasbourg IA1,2/17/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/17/2021,Storage,LRS Data Stored,0.003172,0.00014274
Simplon GDE Strasbourg IA1,2/17/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/17/2021,Storage,LRS Data Stored,0.000384,2.15808e-05
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Geo-Replication Data transfer,0.001588,0.0
Simplon GDE Strasbourg IA1,2/17/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Protocol Operations,0.291,0.0004365
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Read Operations,0.288,0.000432
Simplon GDE Strasbourg IA1,2/17/2021,Bandwidth,Data Transfer In,0.000786,0.0
Simplon GDE Strasbourg IA1,2/17/2021,Storage,All Other Operations,0.0036,1.692e-05
Simplon GDE Strasbourg IA1,2/17/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/17/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/17/2021,Bandwidth,Data Transfer Out,9.6e-05,8.352e-06
Simplon GDE Strasbourg IA1,2/17/2021,Virtual Network,Standard Static Public IP,344.0,1.72
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Batch Write Operations,0.3968,0.000142848
Simplon GDE Strasbourg IA1,2/17/2021,Storage,GRS Batch Write Operations,0.0289,1.0404e-05
Simplon GDE Strasbourg IA1,2/17/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/17/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/17/2021,SQL Database,B DTUs,0.5,0.0805
Simplon GDE Strasbourg IA1,2/17/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/17/2021,Load Balancer,Data Processed,0.003652,1.826e-05
Simplon GDE Strasbourg IA1,2/17/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/17/2021,Virtual Machines,D2 v2/DS2 v2,95.933412,13.046944032
Simplon GDE Strasbourg IA1,2/17/2021,Storage,LRS Write Operations,0.288,0.00432
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/18/2021,Bandwidth,Data Transfer Out,0.000126,2.52e-06
Simplon GDE Strasbourg IA1,2/18/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/18/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/18/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/18/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/18/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/18/2021,Bandwidth,Data Transfer In,6e-06,0.0
Simplon GDE Strasbourg IA1,2/18/2021,Storage,All Other Operations,0.0196,8.428e-05
Simplon GDE Strasbourg IA1,2/18/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/18/2021,Storage,LRS Data Stored,0.003141,0.000141345
Simplon GDE Strasbourg IA1,2/18/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/18/2021,Storage,LRS Data Stored,0.000373,2.09626e-05
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Geo-Replication Data transfer,0.001851,0.0
Simplon GDE Strasbourg IA1,2/18/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Protocol Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Read Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/18/2021,Bandwidth,Data Transfer In,0.000795,0.0
Simplon GDE Strasbourg IA1,2/18/2021,Storage,All Other Operations,0.0034,1.598e-05
Simplon GDE Strasbourg IA1,2/18/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/18/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/18/2021,Bandwidth,Data Transfer Out,2.3e-05,2.001e-06
Simplon GDE Strasbourg IA1,2/18/2021,Virtual Network,Standard Static Public IP,353.0,1.765
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Batch Write Operations,0.4003,0.000144108
Simplon GDE Strasbourg IA1,2/18/2021,Storage,GRS Batch Write Operations,0.0337,1.2132e-05
Simplon GDE Strasbourg IA1,2/18/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/18/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/18/2021,SQL Database,B DTUs,1.0,0.161
Simplon GDE Strasbourg IA1,2/18/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/18/2021,Load Balancer,Data Processed,0.007437,3.7185e-05
Simplon GDE Strasbourg IA1,2/18/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/18/2021,Virtual Machines,D2 v2/DS2 v2,95.966706,13.051472016
Simplon GDE Strasbourg IA1,2/18/2021,Storage,LRS Write Operations,0.2878,0.004317
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/19/2021,Bandwidth,Data Transfer Out,0.000126,2.52e-06
Simplon GDE Strasbourg IA1,2/19/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/19/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/19/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/19/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/19/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/19/2021,Bandwidth,Data Transfer In,6e-06,0.0
Simplon GDE Strasbourg IA1,2/19/2021,Storage,All Other Operations,0.02,8.6e-05
Simplon GDE Strasbourg IA1,2/19/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/19/2021,Storage,LRS Data Stored,0.00312,0.0001404
Simplon GDE Strasbourg IA1,2/19/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/19/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Geo-Replication Data transfer,0.00161,0.0
Simplon GDE Strasbourg IA1,2/19/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Protocol Operations,0.288,0.000432
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Hot LRS Data Stored,0.003168,6.08256e-05
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Read Operations,0.288,0.000432
Simplon GDE Strasbourg IA1,2/19/2021,Bandwidth,Data Transfer In,0.000801,0.0
Simplon GDE Strasbourg IA1,2/19/2021,Storage,All Other Operations,0.0034,1.598e-05
Simplon GDE Strasbourg IA1,2/19/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/19/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/19/2021,Bandwidth,Data Transfer Out,9.5e-05,8.265e-06
Simplon GDE Strasbourg IA1,2/19/2021,Virtual Network,Standard Static Public IP,320.0,1.6
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Batch Write Operations,0.3967,0.000142812
Simplon GDE Strasbourg IA1,2/19/2021,Storage,GRS Batch Write Operations,0.0294,1.0584e-05
Simplon GDE Strasbourg IA1,2/19/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/19/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/19/2021,SQL Database,B DTUs,1.0,0.161
Simplon GDE Strasbourg IA1,2/19/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/19/2021,Bandwidth,Data Transfer Out,2e-06,4e-08
Simplon GDE Strasbourg IA1,2/19/2021,Bandwidth,Data Transfer In,3e-06,0.0
Simplon GDE Strasbourg IA1,2/19/2021,Load Balancer,Data Processed,0.007499,3.7495e-05
Simplon GDE Strasbourg IA1,2/19/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/19/2021,Virtual Machines,D2 v2/DS2 v2,96.0,13.056
Simplon GDE Strasbourg IA1,2/19/2021,Storage,LRS Write Operations,0.288,0.00432
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/20/2021,Bandwidth,Data Transfer Out,0.000126,2.52e-06
Simplon GDE Strasbourg IA1,2/20/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/20/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/20/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/20/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/20/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/20/2021,Bandwidth,Data Transfer In,0.202499,0.0
Simplon GDE Strasbourg IA1,2/20/2021,Storage,All Other Operations,0.0196,8.428e-05
Simplon GDE Strasbourg IA1,2/20/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/20/2021,Storage,LRS Data Stored,0.003138,0.00014121
Simplon GDE Strasbourg IA1,2/20/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/20/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Geo-Replication Data transfer,0.001593,0.0
Simplon GDE Strasbourg IA1,2/20/2021,Container Registry,Basic Registry Unit,1.000008,0.1666013328
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Protocol Operations,0.2888,0.0004332
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Hot LRS Data Stored,0.003744,7.18848e-05
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Read Operations,0.2878,0.0004317
Simplon GDE Strasbourg IA1,2/20/2021,Bandwidth,Data Transfer In,0.000798,0.0
Simplon GDE Strasbourg IA1,2/20/2021,Storage,All Other Operations,0.0131,6.157e-05
Simplon GDE Strasbourg IA1,2/20/2021,Storage,P6 Disks,0.035712,0.4410396288
Simplon GDE Strasbourg IA1,2/20/2021,Cognitive Services,S0 Image Storage,0.09945,0.069615
Simplon GDE Strasbourg IA1,2/20/2021,Bandwidth,Data Transfer Out,7e-05,6.09e-06
Simplon GDE Strasbourg IA1,2/20/2021,Virtual Network,Standard Static Public IP,329.0,1.645
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Batch Write Operations,0.3955,0.00014238
Simplon GDE Strasbourg IA1,2/20/2021,Storage,GRS Batch Write Operations,0.029,1.044e-05
Simplon GDE Strasbourg IA1,2/20/2021,Virtual Machines,D12 v2/DS12 v2,24.0,9.096
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Hot RA-GRS Data Stored,0.001272,5.8512e-05
Simplon GDE Strasbourg IA1,2/20/2021,SQL Database,B DTUs,1.0,0.161
Simplon GDE Strasbourg IA1,2/20/2021,Storage,LRS List and Create Container Operations,0.0009,5.31e-05
Simplon GDE Strasbourg IA1,2/20/2021,Storage,Hot LRS Write Operations,0.0053,0.0003127
Simplon GDE Strasbourg IA1,2/20/2021,Storage,LRS Data Stored,0.00168,0.000126
Simplon GDE Strasbourg IA1,2/20/2021,Load Balancer,Data Processed,0.00358,1.79e-05
Simplon GDE Strasbourg IA1,2/20/2021,Storage,LRS Data Stored,0.000456,2.736e-05
Simplon GDE Strasbourg IA1,2/20/2021,Virtual Machines,D2 v2/DS2 v2,96.0,13.056
Simplon GDE Strasbourg IA1,2/20/2021,Storage,LRS Write Operations,0.2878,0.004317
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Hot RA-GRS Data Stored,0.001152,5.6448e-05
Simplon GDE Strasbourg IA1,2/21/2021,Bandwidth,Data Transfer Out,0.000125,2.5e-06
Simplon GDE Strasbourg IA1,2/21/2021,Storage,All Other Operations,0.0008,3.2e-06
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Hot LRS Data Stored,0.007488,0.0001467648
Simplon GDE Strasbourg IA1,2/21/2021,Cognitive Services,S0 Unit,1.0,2.41
Simplon GDE Strasbourg IA1,2/21/2021,Virtual Machines,D3 v2/DS3 v2,24.0,6.528
Simplon GDE Strasbourg IA1,2/21/2021,Storage,All Other Operations,0.0006,2.4e-06
Simplon GDE Strasbourg IA1,2/21/2021,Load Balancer,Included LB Rules and Outbound Rules,336.0,8.4
Simplon GDE Strasbourg IA1,2/21/2021,Storage,All Other Operations,0.0196,8.428e-05
Simplon GDE Strasbourg IA1,2/21/2021,Storage,P6 Disks,0.464256,5.2122949632
Simplon GDE Strasbourg IA1,2/21/2021,Storage,LRS Data Stored,0.003175,0.000142875
Simplon GDE Strasbourg IA1,2/21/2021,Storage,RA-GRS Data Stored,0.00024,2.2488e-05
Simplon GDE Strasbourg IA1,2/21/2021,Storage,LRS Data Stored,0.00036,2.0232e-05
Simplon GDE Strasbourg IA1,2/21/2021,Storage,Hot RA-GRS Data Stored,0.004224,0.000202752
