SubscriptionName,Date,ServiceName,ServiceResource,Quantity,Cost
DP100 Sponsorship,2/9/2021,Logic Apps,Built-in Actions,34.0,0.00085
DP100 Sponsorship,2/9/2021,Virtual Network,Static Public IP,437.807221,1.5761059956
DP100 Sponsorship,2/9/2021,Logic Apps,Data Retention,5.1e-05,6.12e-06
DP100 Sponsorship,2/9/2021,Logic Apps,Standard Connector Actions,17.0,0.002125
DP100 Sponsorship,2/9/2021,Virtual Machines,D4 v3/D4s v3,227.616759,54.62802216
DP100 Sponsorship,2/9/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/9/2021,Bandwidth,Data Transfer Out,0.07207,0.00627009
DP100 Sponsorship,2/9/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,0.000301,1.505e-05
DP100 Sponsorship,2/9/2021,Storage,P4 Disks,0.71424,4.147734528
DP100 Sponsorship,2/10/2021,Bandwidth,Data Transfer Out,2e-06,4e-08
DP100 Sponsorship,2/10/2021,Storage,Read Operations,0.0006,2.16e-07
DP100 Sponsorship,2/10/2021,Logic Apps,Built-in Actions,34.0,0.00085
DP100 Sponsorship,2/10/2021,Virtual Network,Static Public IP,447.101943,1.6095669948
DP100 Sponsorship,2/10/2021,Logic Apps,Data Retention,5.1e-05,6.12e-06
DP100 Sponsorship,2/10/2021,Logic Apps,Standard Connector Actions,17.0,0.002125
DP100 Sponsorship,2/10/2021,Storage,Protocol Operations,0.0275,4.125e-05
DP100 Sponsorship,2/10/2021,Storage,Read Operations,0.0455,6.825e-05
DP100 Sponsorship,2/10/2021,Virtual Machines,D4 v3/D4s v3,200.966766,48.23202384
DP100 Sponsorship,2/10/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/10/2021,Bandwidth,Data Transfer Out,0.276677,0.024070899
DP100 Sponsorship,2/10/2021,Storage,Write Operations,0.0006,2.16e-07
DP100 Sponsorship,2/10/2021,Storage,Batch Write Operations,0.0054,1.944e-06
DP100 Sponsorship,2/10/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,0.000595,2.975e-05
DP100 Sponsorship,2/10/2021,Storage,P4 Disks,0.71424,4.147734528
DP100 Sponsorship,2/10/2021,Storage,LRS Data Stored,0.04464,0.0026784
DP100 Sponsorship,2/10/2021,Storage,LRS Write Operations,0.0524,0.000786
DP100 Sponsorship,2/11/2021,Storage,Read Operations,0.0002,7.2e-08
DP100 Sponsorship,2/11/2021,Logic Apps,Built-in Actions,32.0,0.0008
DP100 Sponsorship,2/11/2021,Virtual Network,Static Public IP,196.850558,0.7086620088
DP100 Sponsorship,2/11/2021,Logic Apps,Data Retention,4.8e-05,5.76e-06
DP100 Sponsorship,2/11/2021,Logic Apps,Standard Connector Actions,16.0,0.002
DP100 Sponsorship,2/11/2021,Virtual Machines,D4 v3/D4s v3,49.950059,11.98801416
DP100 Sponsorship,2/11/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/11/2021,Bandwidth,Data Transfer Out,0.037402,0.003253974
DP100 Sponsorship,2/11/2021,Virtual Network,Standard Static Public IP,0.1,0.0005
DP100 Sponsorship,2/11/2021,Storage,Write Operations,0.0002,7.2e-08
DP100 Sponsorship,2/11/2021,Storage,Batch Write Operations,0.0144,5.184e-06
DP100 Sponsorship,2/11/2021,Storage,P4 Disks,0.318432,1.8491983104
DP100 Sponsorship,2/11/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/12/2021,Bandwidth,Data Transfer Out,2e-06,4e-08
DP100 Sponsorship,2/12/2021,Logic Apps,Built-in Actions,6.0,0.00015
DP100 Sponsorship,2/12/2021,Virtual Network,Static Public IP,23.0,0.0828
DP100 Sponsorship,2/12/2021,Logic Apps,Data Retention,9e-06,1.08e-06
DP100 Sponsorship,2/12/2021,Logic Apps,Standard Connector Actions,3.0,0.000375
DP100 Sponsorship,2/12/2021,Storage,LRS Data Stored,1.6e-05,7.2e-07
DP100 Sponsorship,2/12/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/12/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/12/2021,Bandwidth,Data Transfer Out,0.002438,0.000212106
DP100 Sponsorship,2/12/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/12/2021,Storage,P4 Disks,0.035712,0.2073867264
DP100 Sponsorship,2/12/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/13/2021,Logic Apps,Built-in Actions,8.0,0.0002
DP100 Sponsorship,2/13/2021,Virtual Network,Static Public IP,23.0,0.0828
DP100 Sponsorship,2/13/2021,Logic Apps,Data Retention,1.2e-05,1.44e-06
DP100 Sponsorship,2/13/2021,Logic Apps,Standard Connector Actions,4.0,0.0005
DP100 Sponsorship,2/13/2021,Storage,LRS Data Stored,4e-05,1.8e-06
DP100 Sponsorship,2/13/2021,Virtual Machines,D4 v3/D4s v3,13.100002,3.14400048
DP100 Sponsorship,2/13/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/13/2021,Bandwidth,Data Transfer Out,0.00424,0.00036888
DP100 Sponsorship,2/13/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/13/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,0.000863,4.315e-05
DP100 Sponsorship,2/13/2021,Storage,P4 Disks,0.035712,0.2073867264
DP100 Sponsorship,2/13/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/14/2021,Bandwidth,Data Transfer Out,4e-06,8e-08
DP100 Sponsorship,2/14/2021,Logic Apps,Built-in Actions,6.0,0.00015
DP100 Sponsorship,2/14/2021,Virtual Network,Static Public IP,29.0,0.1044
DP100 Sponsorship,2/14/2021,Logic Apps,Data Retention,9e-06,1.08e-06
DP100 Sponsorship,2/14/2021,Logic Apps,Standard Connector Actions,3.0,0.000375
DP100 Sponsorship,2/14/2021,Storage,LRS Data Stored,6.7e-05,3.015e-06
DP100 Sponsorship,2/14/2021,Virtual Machines,D4 v3/D4s v3,12.983353,3.11600472
DP100 Sponsorship,2/14/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/14/2021,Bandwidth,Data Transfer Out,0.002439,0.000212193
DP100 Sponsorship,2/14/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/14/2021,Storage,P4 Disks,0.035712,0.2073867264
DP100 Sponsorship,2/14/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/15/2021,Logic Apps,Built-in Actions,6.0,0.00015
DP100 Sponsorship,2/15/2021,Virtual Network,Static Public IP,20.978889,0.0755240004
DP100 Sponsorship,2/15/2021,Logic Apps,Data Retention,9e-06,1.08e-06
DP100 Sponsorship,2/15/2021,Logic Apps,Standard Connector Actions,3.0,0.000375
DP100 Sponsorship,2/15/2021,Storage,LRS Data Stored,7.2e-05,3.24e-06
DP100 Sponsorship,2/15/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/15/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/15/2021,Bandwidth,Data Transfer Out,0.006026,0.000524262
DP100 Sponsorship,2/15/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/15/2021,Storage,P4 Disks,0.035712,0.2073867264
DP100 Sponsorship,2/15/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/16/2021,Bandwidth,Data Transfer Out,2e-06,4e-08
DP100 Sponsorship,2/16/2021,Logic Apps,Built-in Actions,6.0,0.00015
DP100 Sponsorship,2/16/2021,Virtual Network,Static Public IP,21.0,0.0756
DP100 Sponsorship,2/16/2021,Logic Apps,Data Retention,9e-06,1.08e-06
DP100 Sponsorship,2/16/2021,Logic Apps,Standard Connector Actions,3.0,0.000375
DP100 Sponsorship,2/16/2021,Storage,LRS Data Stored,9.1e-05,4.095e-06
DP100 Sponsorship,2/16/2021,Virtual Machines,D4 v3/D4s v3,13.066688,3.13600512
DP100 Sponsorship,2/16/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/16/2021,Bandwidth,Data Transfer Out,0.005298,0.000460926
DP100 Sponsorship,2/16/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/16/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,1e-06,5e-08
DP100 Sponsorship,2/16/2021,Storage,P4 Disks,0.035712,0.2073867264
DP100 Sponsorship,2/16/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/17/2021,Logic Apps,Built-in Actions,6.0,0.00015
DP100 Sponsorship,2/17/2021,Virtual Network,Static Public IP,22.9675,0.082683
DP100 Sponsorship,2/17/2021,Logic Apps,Data Retention,9e-06,1.08e-06
DP100 Sponsorship,2/17/2021,Logic Apps,Standard Connector Actions,3.0,0.000375
DP100 Sponsorship,2/17/2021,Storage,LRS Data Stored,0.000115,5.175e-06
DP100 Sponsorship,2/17/2021,Virtual Machines,D4 v3/D4s v3,13.066688,3.13600512
DP100 Sponsorship,2/17/2021,Storage,LRS Snapshots,6.120504,0.3060252
DP100 Sponsorship,2/17/2021,Bandwidth,Data Transfer Out,0.005361,0.000466407
DP100 Sponsorship,2/17/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/17/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,0.000113,5.65e-06
DP100 Sponsorship,2/17/2021,Storage,P4 Disks,0.035712,0.2073867264
DP100 Sponsorship,2/17/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/18/2021,Storage,Geo-Replication v2 Data transfer,5e-06,1e-07
DP100 Sponsorship,2/18/2021,Logic Apps,Built-in Actions,6.0,0.00015
DP100 Sponsorship,2/18/2021,Storage,GRS List and Create Container Operations,0.0005,5.4e-05
DP100 Sponsorship,2/18/2021,Virtual Network,Static Public IP,33.3,0.11988
DP100 Sponsorship,2/18/2021,Logic Apps,Data Retention,9e-06,1.08e-06
DP100 Sponsorship,2/18/2021,Logic Apps,Standard Connector Actions,3.0,0.000375
DP100 Sponsorship,2/18/2021,Storage,All Other Operations,0.0015,6.45e-06
DP100 Sponsorship,2/18/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/18/2021,Virtual Machines,D4 v3/D4s v3,14.950019,3.58800456
DP100 Sponsorship,2/18/2021,Storage,LRS Snapshots,3.315273,0.16576365
DP100 Sponsorship,2/18/2021,Bandwidth,Data Transfer Out,0.006851,0.000596037
DP100 Sponsorship,2/18/2021,Storage,Batch Write Operations,0.0152,5.472e-06
DP100 Sponsorship,2/18/2021,Storage,P4 Disks,0.050592,0.2937978624
DP100 Sponsorship,2/18/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/18/2021,Virtual Network,Dynamic Public IP,0.033333,0.000133332
DP100 Sponsorship,2/19/2021,Bandwidth,Data Transfer Out,2e-06,4e-08
DP100 Sponsorship,2/19/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/19/2021,Virtual Network,Static Public IP,46.977222,0.1691179992
DP100 Sponsorship,2/19/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/19/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/19/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/19/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/19/2021,Bandwidth,Data Transfer Out,0.003781,0.000328947
DP100 Sponsorship,2/19/2021,Storage,Batch Write Operations,0.0141,5.076e-06
DP100 Sponsorship,2/19/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/19/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/20/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/20/2021,Virtual Network,Static Public IP,49.988611,0.1799589996
DP100 Sponsorship,2/20/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/20/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/20/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/20/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/20/2021,Bandwidth,Data Transfer Out,0.001038,9.0306e-05
DP100 Sponsorship,2/20/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/20/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/20/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/21/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/21/2021,Virtual Network,Static Public IP,40.988333,0.1475579988
DP100 Sponsorship,2/21/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/21/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/21/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/21/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/21/2021,Bandwidth,Data Transfer Out,0.004705,0.000409335
DP100 Sponsorship,2/21/2021,Storage,Batch Write Operations,0.0152,5.472e-06
DP100 Sponsorship,2/21/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,1e-06,5e-08
DP100 Sponsorship,2/21/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/21/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/22/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/22/2021,Virtual Network,Static Public IP,39.988056,0.1439570016
DP100 Sponsorship,2/22/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/22/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/22/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/22/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/22/2021,Bandwidth,Data Transfer Out,0.001993,0.000173391
DP100 Sponsorship,2/22/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/22/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/22/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/23/2021,Bandwidth,Data Transfer Out,3e-06,6e-08
DP100 Sponsorship,2/23/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/23/2021,Virtual Network,Static Public IP,53.868889,0.1939280004
DP100 Sponsorship,2/23/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/23/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/23/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/23/2021,Virtual Machines,D4 v3/D4s v3,12.983353,3.11600472
DP100 Sponsorship,2/23/2021,Bandwidth,Data Transfer Out,0.003004,0.000261348
DP100 Sponsorship,2/23/2021,Storage,Batch Write Operations,0.0141,5.076e-06
DP100 Sponsorship,2/23/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,6e-06,3e-07
DP100 Sponsorship,2/23/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/23/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/24/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/24/2021,Virtual Network,Static Public IP,48.968889,0.1762880004
DP100 Sponsorship,2/24/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/24/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/24/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/24/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/24/2021,Bandwidth,Data Transfer Out,0.206138,0.017934006
DP100 Sponsorship,2/24/2021,Storage,Batch Write Operations,0.0152,5.472e-06
DP100 Sponsorship,2/24/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/24/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/25/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/25/2021,Virtual Network,Static Public IP,35.989167,0.1295610012
DP100 Sponsorship,2/25/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/25/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/25/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/25/2021,Virtual Machines,D4 v3/D4s v3,17.983353,4.31600472
DP100 Sponsorship,2/25/2021,Bandwidth,Data Transfer Out,0.099675,0.008671725
DP100 Sponsorship,2/25/2021,Storage,Batch Write Operations,0.0158,5.688e-06
DP100 Sponsorship,2/25/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,1.1e-05,5.5e-07
DP100 Sponsorship,2/25/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/25/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/26/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/26/2021,Virtual Network,Static Public IP,58.938889,0.2121800004
DP100 Sponsorship,2/26/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/26/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/26/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/26/2021,Virtual Machines,D4 v3/D4s v3,19.0,4.56
DP100 Sponsorship,2/26/2021,Bandwidth,Data Transfer Out,0.008317,0.000723579
DP100 Sponsorship,2/26/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/26/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,4e-06,2e-07
DP100 Sponsorship,2/26/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/26/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/27/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/27/2021,Virtual Network,Static Public IP,43.988889,0.1583600004
DP100 Sponsorship,2/27/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/27/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/27/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/27/2021,Virtual Machines,D4 v3/D4s v3,13.083355,3.1400052
DP100 Sponsorship,2/27/2021,Bandwidth,Data Transfer Out,0.001251,0.000108837
DP100 Sponsorship,2/27/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,2/27/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,2e-06,1e-07
DP100 Sponsorship,2/27/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/27/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,2/28/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,2/28/2021,Virtual Network,Static Public IP,49.989444,0.1799619984
DP100 Sponsorship,2/28/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,2/28/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,2/28/2021,Storage,LRS Data Stored,0.00012,5.4e-06
DP100 Sponsorship,2/28/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,2/28/2021,Bandwidth,Data Transfer Out,0.004117,0.000358179
DP100 Sponsorship,2/28/2021,Storage,Batch Write Operations,0.0147,5.292e-06
DP100 Sponsorship,2/28/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,1e-06,5e-08
DP100 Sponsorship,2/28/2021,Storage,P4 Disks,0.071424,0.4147734528
DP100 Sponsorship,2/28/2021,Storage,LRS Data Stored,0.17856,0.0107136
DP100 Sponsorship,3/1/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,3/1/2021,Virtual Network,Static Public IP,50.978333,0.1835219988
DP100 Sponsorship,3/1/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,3/1/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,3/1/2021,Storage,LRS Data Stored,9.6e-05,4.32e-06
DP100 Sponsorship,3/1/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,3/1/2021,Bandwidth,Data Transfer Out,0.003291,0.000286317
DP100 Sponsorship,3/1/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,3/1/2021,Storage,P4 Disks,0.064512,0.3746340864
DP100 Sponsorship,3/1/2021,Storage,LRS Data Stored,0.16128,0.0096768
DP100 Sponsorship,3/2/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,3/2/2021,Virtual Network,Static Public IP,46.991667,0.1691700012
DP100 Sponsorship,3/2/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,3/2/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,3/2/2021,Storage,LRS Data Stored,9.6e-05,4.32e-06
DP100 Sponsorship,3/2/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,3/2/2021,Bandwidth,Data Transfer Out,0.003067,0.000266829
DP100 Sponsorship,3/2/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,3/2/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,4e-06,2e-07
DP100 Sponsorship,3/2/2021,Storage,P4 Disks,0.064512,0.3746340864
DP100 Sponsorship,3/2/2021,Storage,LRS Data Stored,0.16128,0.0096768
DP100 Sponsorship,3/3/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,3/3/2021,Virtual Network,Static Public IP,42.941667,0.1545900012
DP100 Sponsorship,3/3/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,3/3/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,3/3/2021,Storage,LRS Data Stored,9.6e-05,4.32e-06
DP100 Sponsorship,3/3/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,3/3/2021,Bandwidth,Data Transfer Out,0.002482,0.000215934
DP100 Sponsorship,3/3/2021,Storage,Batch Write Operations,0.0145,5.22e-06
DP100 Sponsorship,3/3/2021,Storage,P4 Disks,0.064512,0.3746340864
DP100 Sponsorship,3/3/2021,Storage,LRS Data Stored,0.16128,0.0096768
DP100 Sponsorship,3/4/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,3/4/2021,Virtual Network,Static Public IP,45.0,0.162
DP100 Sponsorship,3/4/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,3/4/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,3/4/2021,Storage,LRS Data Stored,9.6e-05,4.32e-06
DP100 Sponsorship,3/4/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,3/4/2021,Bandwidth,Data Transfer Out,0.002057,0.000178959
DP100 Sponsorship,3/4/2021,Storage,Batch Write Operations,0.0152,5.472e-06
DP100 Sponsorship,3/4/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,1e-05,5e-07
DP100 Sponsorship,3/4/2021,Storage,P4 Disks,0.064512,0.3746340864
DP100 Sponsorship,3/4/2021,Storage,LRS Data Stored,0.16128,0.0096768
DP100 Sponsorship,3/5/2021,Logic Apps,Built-in Actions,2.0,5e-05
DP100 Sponsorship,3/5/2021,Virtual Network,Static Public IP,49.983611,0.1799409996
DP100 Sponsorship,3/5/2021,Logic Apps,Data Retention,3e-06,3.6e-07
DP100 Sponsorship,3/5/2021,Logic Apps,Standard Connector Actions,1.0,0.000125
DP100 Sponsorship,3/5/2021,Storage,LRS Data Stored,9.6e-05,4.32e-06
DP100 Sponsorship,3/5/2021,Virtual Machines,D4 v3/D4s v3,13.0,3.12
DP100 Sponsorship,3/5/2021,Bandwidth,Data Transfer Out,0.00727,0.00063249
DP100 Sponsorship,3/5/2021,Storage,Batch Write Operations,0.0146,5.256e-06
DP100 Sponsorship,3/5/2021,Bandwidth,Data Transfer Out - NAM or EU To Any,4e-06,2e-07
